zdid,zdmc,station_code,station_telecode,station_shortname
1483,吐哈,42807,THR,吐
1484,柳园南,42809,LNR,柳
1485,鱼儿沟,42884,YGR,鱼
1486,焉耆,42977,YSR,焉
1487,库尔勒,42992,KLR,库
1488,轮台,43009,LAR,轮
1489,库车,43013,KCR,库
1490,新和,43014,XIR,新
1491,阿克苏,43021,ASR,阿
1492,金银川,43023,JCR,金
1493,柯坪,43024,KPR,柯
1494,巴楚,43026,BCR,巴
1495,阿图什,43030,ATR,阿
1496,喀什,43031,KSR,喀
1497,马兰,43097,MLR,马
1498,和硕,43099,VUR,和
1499,八盘峡,43415,BPJ,八
1500,张家祠,43427,ZCJ,张
1501,花庄,43433,HZJ,花
1502,水车湾,43442,SWJ,水
1503,海石湾,43445,HSO,海
1504,乐都,43478,LDO,乐
1505,平安驿,43490,PNO,平
1506,西宁,43502,XNO,西
1507,西宁西,43566,XXO,西
1508,湟源,43574,HNO,湟
1509,海晏,43586,HFO,海
1510,哈尔盖,43622,HRJ,哈
1511,刚察,43655,GCO,刚
1512,天峻,43679,TIO,天
1513,乌兰,43703,WIO,乌
1514,柯柯,43709,KKO,柯
1515,德令哈,43739,DHO,德
1516,饮马峡,43766,YRO,饮
1517,锡铁山,43769,XRO,锡
1518,察尔汗,43778,CRO,察
1519,拉萨,43783,LSO,拉
1520,格尔木,43787,GRO,格
1521,协荣,43916,ROO,协
1522,曲水县,43918,QSO,曲
1523,尼木,43922,NMO,尼
1524,仁布,43926,RUO,仁
1525,日喀则,43936,RKO,日
1526,沱沱河,43996,THO,沱
1527,安多,44032,ADO,安
1528,那曲,44047,NQO,那
1529,当雄,44062,DAO,当
1530,沁阳,44099,QYF,沁
1531,捏掌,44105,NZF,捏
1532,沁河北,44108,QBF,沁
1533,莲东,44111,LGF,莲
1534,济源,44114,JYF,济
1535,轵城,44117,ZCF,轵
1536,留庄,44129,UZF,留
1537,王庄,44135,WZF,王
1538,白合,44138,BHF,白
1539,孟津,44141,MJF,孟
1540,关林,44159,GLF,关
1541,伊川,44195,YCF,伊
1542,汝阳,44204,RYF,汝
1543,临汝镇,44207,LWF,临
1544,庙下,44210,MBF,庙
1545,汝州,44216,ROF,汝
1546,小屯街,44222,XTF,小
1547,商酒务,44225,SWF,商
1548,平顶山西,44231,BFF,平
1549,鲁山,44255,LAF,鲁
1550,瀼河,44258,REF,瀼
1551,草店,44261,CDF,草
1552,北召店,44270,BZF,北
1553,南召,44273,NAF,南
1554,董庄,44279,DFF,董
1555,蒲山店,44288,PSF,蒲
1556,南阳,44294,NFF,南
1557,韩堂,44306,HDF,韩
1558,穰东,44309,RDF,穰
1559,夏集,44315,XGF,夏
1560,邓州,44321,DOF,邓
1561,构林,44330,GOF,构
1562,耿坡,44336,GEF,耿
1563,郜营,44342,GYN,郜
1564,宜城,44468,YIN,宜
1565,荆门,44492,JMN,荆
1566,当阳,44528,DYN,当
1567,鸦雀岭,44540,YLN,鸦
1568,枝城,44576,ZCN,枝
1569,松滋,44580,SIN,松
1570,西斋,44591,XVN,西
1571,澧县,44600,LEQ,澧
1572,石门县北,44610,VFQ,石
1573,石门县,44615,OMQ,石
1574,慈利,44627,CUQ,慈
1575,张家界北,44651,ZNQ,张
1576,张家界,44672,DIQ,张
1577,猛洞河,44705,MUQ,猛
1578,吉首,44726,JIQ,吉
1579,麻阳,44756,MVQ,麻
1580,会同,44855,VTQ,会
1581,靖州,44867,JEQ,靖
1582,通道,44882,TRQ,通
1583,塘豹,44888,TBQ,塘
1584,牙屯堡,44891,YTZ,牙
1585,三江县,44903,SOZ,三
1586,程村,44906,CCZ,程
1587,老堡,44912,UPZ,老
1588,塘库,44915,TUZ,塘
1589,融安,44930,RAZ,融
1590,融水,44957,RSZ,融
1591,双蒙,44963,SMZ,双
1592,罗城,44967,VCZ,罗
1593,古砦,44972,GRZ,古
1594,寨隆,44975,ZLZ,寨
1595,大岭,44978,DOZ,大
1596,宜昌东,45062,HAN,宜
1597,宜昌,45065,YCN,宜
1598,枝江北,45081,ZIN,枝
1599,荆州,45084,JBN,荆
1600,潜江,45087,QJN,潜
1601,仙桃西,45090,XAN,仙
1602,天门南,45093,TNN,天
1603,汉川,45096,HCN,汉
1604,长阳,45143,CYN,长
1605,巴东,45146,BNN,巴
1606,建始,45149,JRN,建
1607,恩施,45152,ESN,恩
1608,利川,45155,LCN,利
1609,秦岭,45293,QLY,秦
1610,红花铺,45299,HHY,红
1611,凤州,45305,FZY,凤
1612,凤县,45329,FXY,凤
1613,宏庆,45335,HEY,宏
1614,李家河,45338,LEY,李
1615,两当,45341,LDY,两
1616,徽县,45347,HYY,徽
1617,白水江,45353,BSY,白
1618,红卫坝,45356,HWY,红
1619,马蹄湾,45359,MTY,马
1620,徐家坪,45362,XJY,徐
1621,横现河,45365,HIY,横
1622,略阳,45368,LYY,略
1623,乐素河,45380,LSY,乐
1624,高潭子,45383,GTY,高
1625,巨亭,45386,JTY,巨
1626,阳平关,45389,YAY,阳
1627,燕子砭,45392,YZY,燕
1628,大滩,45398,DTY,大
1629,朝天,45404,CTY,朝
1630,冉家河,45410,RJY,冉
1631,广元,45413,GYW,广
1632,广元南,45416,GAW,广
1633,竹园坝,45455,ZAW,竹
1634,马角坝,45470,MBW,马
1635,江油,45509,JFW,江
1636,绵阳,45524,MYW,绵
1637,罗江,45542,LJW,罗
1638,德阳,45551,DYW,德
1639,广汉,45563,GHW,广
1640,成都,45584,CDW,成
1641,勉西,45677,MOY,勉
1642,勉县,45698,MVY,勉
1643,汉中,45713,HOY,汉
1644,城固,45725,CGY,城
1645,洋县,45728,YVY,洋
1646,晏家坝,45734,YBY,晏
1647,西乡,45749,XQY,西
1648,三花石,45758,SUY,三
1649,茶镇,45764,CEY,茶
1650,缯溪河,45767,ZXY,缯
1651,石泉县,45770,SXY,石
1652,池河,45776,CHY,池
1653,高梁铺,45779,GLY,高
1654,汉阴,45785,HQY,汉
1655,涧池铺,45788,JCY,涧
1656,梅子铺,45794,MPY,梅
1657,广元东,45833,GOW,广
1658,安家湾,45836,AJW,安
1659,元坝,45839,YOW,元
1660,白水,45842,BUW,白
1661,尚武,45845,SWW,尚
1662,嘉川,45848,JQW,嘉
1663,旺苍,45851,WEW,旺
1664,黄洋,45854,VVW,黄
1665,普济,45857,PIW,普
1666,乐坝,45860,VBW,乐
1667,下两,45910,ERW,下
1668,巴中,45912,IEW,巴
1669,新民场,46015,EQW,新
1670,三道堰,46017,OVW,三
1671,马街,46019,MJW,马
1672,彭州南,46021,PKW,彭
1673,步行街,46023,BWW,步
1674,彭州,46025,PMW,彭
1675,犀浦东,46039,XAW,犀
1676,犀浦,46042,XIW,犀
1677,红光镇,46045,IGW,红
1678,郫县东,46048,PFW,郫
1679,郫县,46051,PWW,郫
1680,郫县西,46054,PCW,郫
1681,安德,46057,ARW,安
1682,聚源,46060,IIW,聚
1683,都江堰,46063,DDW,都
1684,青城山,46066,QSW,青
1685,迎宾路,46080,YFW,迎
1686,李冰广场,46083,LEW,李
1687,离堆公园,46086,INW,离
1688,广安南,46316,VUW,广
1689,合川,46372,WKW,合
1690,潼南,46378,TVW,潼
1691,遂宁南,46384,OHW,遂
1692,大英,46403,PNW,大
1693,安靖,46512,PYW,安
1694,大英东,46540,IAW,大
1695,成都东,46543,ICW,成
1696,龙潭寺,46577,LTW,龙
1697,石板滩,46580,SAW,石
1698,洪安乡,46583,HAW,洪
1699,陈家湾,46592,CWW,陈
1700,红花塘,46595,HHW,红
1701,五凤溪,46598,WXW,五
1702,灵仙庙,46601,LXW,灵
1703,养马河,46604,YAW,养
1704,石桥镇,46607,SZW,石
1705,简阳,46610,JYW,简
1706,庙子沟,46613,MZW,庙
1707,临江寺,46616,LSW,临
1708,墨池坝,46619,MOW,墨
1709,资阳,46622,ZYW,资
1710,侯家坪,46625,HJW,侯
1711,长沙埂,46628,CSW,长
1712,顺河场,46631,SCW,顺
1713,登瀛崖,46634,DNW,登
1714,资中,46643,ZZW,资
1715,内江,46655,NJW,内
1716,?耗菊?,46679,BZW,??
1717,双凤驿,46682,SYW,双
1718,迎祥街,46685,YJW,迎
1719,隆昌,46688,LCW,隆
1720,李市镇,46694,LZW,李
1721,安富镇,46697,AZW,安
1722,广顺场,46700,GCW,广
1723,荣昌,46703,RCW,荣
1724,峰高铺,46706,FPW,峰
1725,大足,46709,RIW,大
1726,长河碥,46712,CHW,长
1727,双石桥,46715,SUW,双
1728,永川,46718,YCW,永
1729,栏杆滩,46739,LGW,栏
1730,临江场,46742,LNW,临
1731,柏林,46745,BLW,柏
1732,茨坝,46748,CBW,茨
1733,朱杨溪,46751,ZXW,朱
1734,平等,46754,PDW,平
1735,白沙,46757,BSW,白
1736,金刚沱,46760,JGW,金
1737,油溪,46763,YXW,油
1738,古家沱,46766,GJW,古
1739,江津,46769,JJW,江
1740,黄??,46772,HQW,黄
1741,铜罐驿,46781,TGW,铜
1742,石场,46784,SKW,石
1743,小南海,46787,XHW,小
1744,茄子溪,46793,QXW,茄
1745,重庆南,46802,CRW,渝
1746,重庆,46814,CQW,渝
1747,内江南,46874,NXW,内
1748,大山铺,46880,DSW,大
1749,自贡,46883,ZGW,自
1750,俞冲,46889,YUW,俞
1751,孔滩,46892,KTW,孔
1752,王场,46895,WCW,王
1753,敬梓场,46898,JCW,敬
1754,一步滩,46901,YIW,一
1755,宜宾,46907,YBW,宜
1756,宜宾南,46910,ANW,宜
1757,横江,46918,RJW,横
1758,水富,46919,OTW,水
1759,铜鼓溪,46919,TPW,铜
1760,滩头,46920,TTW,滩
1761,普洱渡,46921,PUW,普
1762,盐津北,46922,KCW,盐
1763,盐津,46923,AEW,盐
1764,沙沙坡,46924,OGW,沙
1765,岔河,46925,CKW,岔
1766,大关,46926,RGW,大
1767,曾家坪子,46927,ZBW,曾
1768,邓家湾,46928,REW,邓
1769,彝良,46929,ALW,彝
1770,彝良南,46930,RFW,彝
1771,昭通北,46931,ZCW,昭
1772,昭通,46932,ZDW,昭
1773,昭通南,46933,ZFW,昭
1774,仙水,46934,EXW,仙
1775,老锅厂,46935,KGW,老
1776,朱嘎,46936,RKW,朱
1777,草海,46937,WBW,草
1778,清水沟,46938,WNW,清
1779,凉水井,46939,FSW,凉
1780,小儿坪,46981,XUW,小
1781,临江溪,46982,LVW,临
1782,豆沙关,46983,DJW,豆
1783,小关溪,46984,EGW,小
1784,苍坪,46985,CEW,苍
1785,田梁子,46986,TAW,田
1786,二道桥,46987,EKW,二
1787,花土坡,46988,HMW,花
1788,迤那,46989,AKW,迤
1789,李子沟,46990,URW,李
1790,金钟,46991,JBW,金
1791,石丫口,46992,SOW,石
1792,梨树湾,47033,USW,梨
1793,沙坪坝,47066,CYW,沙
1794,珞璜,47207,LHW,珞
1795,小南垭,47216,XNW,小
1796,七龙星,47219,QLW,七
1797,民福寺,47222,MFW,民
1798,夏坝,47225,XBW,夏
1799,綦江,47237,QJW,綦
1800,三江,47243,SNW,三
1801,东升坝,47246,DAW,东
1802,镇紫街,47252,ZJW,镇
1803,赶水,47258,GSW,赶
1804,石门坎,47282,SMW,石
1805,木竹河,47285,MEW,木
1806,松坎,47288,OKW,松
1807,三元坝,47291,OYW,三
1808,蒙渡,47294,MUW,蒙
1809,太白,47297,TIW,太
1810,九龙塘,47300,JTW,九
1811,大河坝,47303,DIW,大
1812,新场,47306,XOW,新
1813,凉风垭,47309,LRW,凉
1814,桐梓,47315,TZW,桐
1815,红花园,47318,HYW,红
1816,娄山关,47321,UKW,娄
1817,汇塘河,47324,HNW,汇
1818,松坝,47327,OBW,松
1819,李家湾,47330,LYW,李
1820,高炉子,47333,VZW,高
1821,遵义,47339,ZIW,遵
1822,息烽,47396,XFW,息
1823,贵阳北,47483,KQW,贵
1824,龙里北,47487,KFW,龙
1825,贵定县,47489,KIW,贵
1826,都匀东,47491,KJW,都
1827,三都县,47493,KKW,三
1828,榕江,47495,RVW,榕
1829,从江,47497,KNW,从
1830,青莲,47601,QEW,青
1831,罗江东,47603,IKW,罗
1832,旌阳,47605,JSW,旌
1833,广汉北,47607,GVW,广
1834,青白江东,47609,QFW,青
1835,新都东,47611,EWW,新
1836,双流机场,47621,IPW,双
1837,双流西,47623,IQW,双
1838,新津,47625,IRW,新
1839,新津南,47627,ITW,新
1840,彭山北,47629,PPW,彭
1841,眉山东,47631,IUW,眉
1842,青神,47633,QVW,青
1843,乐山,47635,IVW,乐
1844,成都南,47675,CNW,成
1845,双流,47678,ORW,双
1846,公兴,47687,GUW,公
1847,普兴,47693,XRW,普
1848,青龙场,47699,QUW,青
1849,彭山,47702,PSW,彭
1850,太和,47705,TUW,太
1851,眉山,47708,MSW,眉
1852,?蔡?,47717,XTW,??
1853,思??,47720,OMW,思
1854,吴场,47723,WUW,吴
1855,马村,47726,MRW,马
1856,乐山北,47729,UTW,乐
1857,双福,47732,SFW,双
1858,峨眉,47735,EMW,峨
1859,峨眉山,47737,IXW,峨
1860,燕岗,47744,YGW,燕
1861,九里,47765,JEW,九
1862,沙湾,47768,SVW,沙
1863,轸溪,47771,ZQW,轸
1864,刘沟,47774,LDW,刘
1865,代湾,47780,DWW,代
1866,杨漩,47783,YYW,杨
1867,共和,47786,GWW,共
1868,峨边,47789,EBW,峨
1869,柏村,47792,BCW,柏
1870,金口河,47795,JHW,金
1871,关村坝,47798,GMW,关
1872,长河坝,47801,CAW,长
1873,汉源,47804,WHW,汉
1874,尼日,47807,NRW,尼
1875,苏雄,47810,OEW,苏
1876,凉红,47813,UIW,凉
1877,埃岱,47816,ADW,埃
1878,甘洛,47819,VOW,甘
1879,南尔岗,47822,NVW,南
1880,阿寨,47825,AAW,阿
1881,白果,47828,BIW,白
1882,白石岩,47831,BOW,白
1883,越西,47834,YHW,越
1884,铁西,47837,TXW,铁
1885,下普雄,47840,XPW,下
1886,拉白,47843,UBW,拉
1887,普雄,47846,POW,普
1888,上普雄,47867,OPW,上
1889,尔赛河,47870,RSW,尔
1890,尼波,47873,NPW,尼
1891,乐武,47876,UWW,乐
1892,红峰,47879,HFW,红
1893,沙马拉达,47882,OLW,沙
1894,瓦祖,47885,WOW,瓦
1895,铁口,47888,TKW,铁
1896,新凉,47891,XVW,新
1897,联合乡,47894,UXW,联
1898,喜德,47897,EDW,喜
1899,冕山,47900,MQW,冕
1900,新铁村,47903,XEW,新
1901,冕宁,47906,UGW,冕
1902,漫水湾,47909,MKW,漫
1903,月华,47912,YQW,月
1904,礼州,47915,UZW,礼
1905,西昌北,47918,EEW,西
1906,西昌,47921,ECW,西
1907,西昌南,47930,ENW,西
1908,经久,47939,JNW,经
1909,黄联关,47942,HGW,黄
1910,黄水塘,47945,HSW,黄
1911,麻栗,47948,MLW,麻
1912,黄家坝,47951,HKW,黄
1913,德昌,47954,DVW,德
1914,小高,47957,XGW,小
1915,乐跃,47960,UYW,乐
1916,蒲坝,47963,PVW,蒲
1917,永郎,47966,YLW,永
1918,弯??,47969,WQW,弯
1919,青杠,47972,QGW,青
1920,沙坝,47975,OIW,沙
1921,米易,47978,MMW,米
1922,丙谷,47981,BVW,丙
1923,垭口,47984,YKW,垭
1924,枣子林,47987,ZEW,枣
1925,桐子林,47990,TEW,桐
1926,牛坪子,47993,NZW,牛
1927,三堆子,47996,ODW,三
1928,攀枝花,47999,PRW,攀
1929,迤资,48020,YQM,迤
1930,拉??,48023,LEM,拉
1931,上格达,48026,SDM,上
1932,花棚子,48029,HZM,广
1933,鱼洞,48032,YOM,鱼
1934,新江,48035,XJM,新
1935,师庄,48038,SNM,师
1936,大湾子,48041,DFM,大
1937,向隍,48044,XZM,向
1938,红江,48047,HFM,红
1939,黄瓜园,48050,HYM,黄
1940,元谋,48056,YMM,元
1941,凤仪村,48059,FIM,凤
1942,尹地,48062,YDM,尹
1943,小月旧,48065,XFM,小
1944,羊臼河,48068,YHM,羊
1945,小村,48071,XEM,小
1946,阿南庄,48077,AZM,阿
1947,龙骨甸,48080,LGM,龙
1948,黑井,48083,HIM,黑
1949,甸心,48086,DXM,甸
1950,龙塘坝,48092,LBM,龙
1951,甸尾,48095,DRM,甸
1952,广通,48098,GOM,广
1953,大旧庄,48119,DJM,大
1954,塔石嘴,48122,TIM,塔
1955,一平浪,48125,YIM,一
1956,渔坝村,48128,YBM,渔
1957,密马龙,48131,MMM,密
1958,禄丰,48134,LFM,禄
1959,棠海,48137,THM,棠
1960,小路溪,48140,XLM,小
1961,大德,48146,DEM,大
1962,高楼房,48149,GFM,高
1963,勤丰营,48152,QFM,勤
1964,泽润里,48155,ZLM,泽
1965,青龙寺,48158,QSM,青
1966,牧羊村,48164,MCM,牧
1967,秋木园,48167,QYM,秋
1968,温泉,48170,WQM,温
1969,读书铺,48179,DPM,读
1970,桥头村,48182,QTM,桥
1971,碧鸡关,48185,BJM,碧
1972,昆明,48197,KMM,昆
1973,七甸,48815,QDM,七
1974,施家嘴,48824,SHM,施
1975,乐善村,48842,LUM,乐
1976,班猫箐,48860,BNM,班
1977,茂舍祖,48887,MOM,茂
1978,西街口,48896,EKM,西
1979,宜耐,48905,YVM,宜
1980,陆良,48914,LRM,陆
1981,长坡岭,48926,CPM,长
1982,羊者窝,48968,AEM,羊
1983,芦沟,48986,LOM,芦
1984,小得江,49004,EJM,小
1985,革居,49022,GEM,革
1986,威舍,49040,WSM,威
1987,品甸,49049,PDZ,品
1988,清水河西,49068,QHZ,清
1989,郑屯,49085,ZTZ,郑
1990,龙广,49094,UGZ,龙
1991,安龙,49107,AUZ,安
1992,白水河,49113,BVZ,白
1993,沙厂坪,49130,SPZ,沙
1994,册亨,49148,CHZ,册
1995,板其,49166,BQZ,板
1996,八渡,49184,BWZ,八
1997,平林村,49193,PCZ,平
1998,根龙,49211,GOZ,根
1999,板桃,49220,BUZ,板
2000,潞城乡,49238,UXZ,潞
2001,汪甸,49274,WVZ,汪
2002,田丁,49302,TEZ,田
2003,下塘,49303,XOZ,下
2004,永乐,49310,YEZ,永
2005,贵阳西,49631,GQW,贵
2006,湖潮,49643,HCW,湖
2007,马场,49646,MCW,马
2008,高峰,49655,GFW,高
2009,平坝,49658,PBW,平
2010,新平坝,49661,XMW,新
2011,天龙,49664,TLW,天
2012,两所屯,49670,UAW,两
2013,安顺,49673,ASW,安
2014,么铺,49676,YEW,么
2015,黄桶,49682,HWW,黄
2016,化处,49685,HEW,化
2017,六枝,49694,LIW,六
2018,那玉,49715,NYW,那
2019,关寨,49724,GRW,关
2020,二道岩,49730,RDW,二
2021,茨冲,49736,CCW,茨
2022,滥坝,49739,LQW,滥
2023,双水,49742,SLW,双
2024,水城,49745,OCW,水
2025,六盘水,49754,UMW,六
2026,马嘎,49775,MVW,马
2027,葡萄菁,49778,PTW,葡
2028,梅花山,49781,MHW,梅
2029,木戛,49802,MAW,木
2030,凤凰山,49817,FHM,凤
2031,宣威,49820,XWM,宣
2032,马房,49841,MNM,马
2033,格以头,49850,GYM,格
2034,沾益,49871,ZYM,沾
2035,曲靖,49874,QJM,曲
2036,马龙,49880,MGM,马
2037,吴官田,49904,WGM,吴
2038,小新街,49925,XXM,小
2039,照福铺,49927,ZFM,照
2040,杨林,49931,YLM,杨
2041,小哨,49940,XAM,小
2042,金马村,49958,JMM,金
2043,昆明西,50012,KXM,昆
2044,万家屯,51551,WJD,万
2045,高岭,51563,GLD,高
2046,前卫,51566,QWD,前
2047,网户,51569,WUD,网
2048,江家岭,51575,JJD,江
2049,绥中,51578,SZD,绥
2050,东辛庄,51581,DXD,东
2051,沙后所,51587,SSD,沙
2052,大甸,51593,DDD,大
2053,兴城,51596,XCD,兴
2054,塔山,51629,TSD,塔
2055,高桥镇,51632,GZD,高
2056,女儿河,51644,NRD,女
2057,桃园,51647,TYD,桃
2058,锦州,51650,JZD,锦
2059,双羊店,51707,SYD,双
2060,兰家,51710,LJD,兰
2061,凌海,51713,JID,凌
2062,金城,51716,JCD,金
2063,红旗,51719,HQD,红
2064,石山,51725,SAD,石
2065,羊圈子,51728,YQD,羊
2066,道口,51731,DKD,道
2067,沟帮子,51734,GBD,沟
2068,青堆子,51749,QDD,青
2069,高山子,51758,GSD,高
2070,段家,51761,DJD,段
2071,大虎山,51764,DHD,大
2072,唐家,51788,TJD,唐
2073,广盛,51791,GND,广
2074,励家,51794,LID,励
2075,绕阳河,51797,RHD,绕
2076,大红旗,51803,DQD,大
2077,新民,51812,XMD,新
2078,高台山,51815,GTD,高
2079,兴隆店,51824,XDD,兴
2080,三台,51827,STD,三
2081,马三家,51839,MJT,马
2082,沈阳西,51845,OXT,沈
2083,兰家屯,51850,LAT,兰
2084,五七,51968,WQD,五
2085,盘锦,51977,PVD,盘
2086,中小所,51980,ZOT,中
2087,下夹河所,51983,XET,下
2088,渤海,51998,BED,渤
2089,新开,52004,XKD,新
2090,拉拉屯,52010,LWD,拉
2091,牛庄,52019,NZD,牛
2092,西柳,52025,GCT,西
2093,葫芦岛,52049,HLD,葫
2094,金场堡,52079,JPD,金
2095,何三家,52085,HJD,何
2096,台集屯,52088,TTD,台
2097,大荒地,52091,DVD,大
2098,黄甲屯,52097,HAD,黄
2099,南票,52100,NPD,南
2100,绥中北,52105,SND,绥
2101,葫芦岛北,52108,HPD,葫
2102,锦州南,52111,JOD,锦
2103,盘锦北,52114,PBD,盘
2104,台安,52117,TID,台
2105,辽中,52119,LZD,辽
2106,薛家,52244,XJD,薛
2107,八角台,52259,BTD,八
2108,七里河,52262,QLD,七
2109,泥河子,52268,NHD,泥
2110,义县,52271,YXD,义
2111,周家屯,52277,ZOD,周
2112,上园,52280,SUD,上
2113,北票南,52289,RPD,北
2114,能家,52292,NJD,能
2115,朝阳,52304,CYD,朝
2116,大营子,52319,DZD,大
2117,大平房,52325,DPD,大
2118,公营子,52337,GYD,公
2119,小平房,52343,XPD,小
2120,叶柏寿,52349,YBD,叶
2121,红石,52373,HSD,红
2122,河汤沟,52376,HTD,河
2123,凌源东,52379,LDD,凌
2124,凌源,52382,LYD,凌
2125,侯杖子,52388,HZD,侯
2126,水泉,52391,SID,水
2127,四道沟,52394,SDD,四
2128,三十家,52397,SRD,三
2129,魏杖子,52400,WKD,魏
2130,杨树岭,52409,YAD,杨
2131,平泉,52415,PQP,平
2132,小寺沟,52439,ESP,小
2133,大杖子,52442,DAP,大
2134,上谷,52445,SGP,上
2135,榆树沟,52448,YGP,榆
2136,永和,52451,YEP,永
2137,甲山,52454,JOP,甲
2138,下板城,52457,EBP,下
2139,皇姑屯,53144,HTT,皇
2140,望山,53243,WVD,望
2141,新立屯,53264,XLD,新
2142,么荒,53273,YWD,么
2143,十家子,53276,SJD,十
2144,泡子,53282,POD,泡
2145,彰武,53291,ZWD,彰
2146,章古台,53321,ZGD,章
2147,阿尔乡,53324,ARD,阿
2148,甘旗卡,53330,GQD,甘
2149,衙门营,53345,YMD,衙
2150,木里图,53357,MUD,木
2151,通辽西,53360,TXD,通
2152,通辽,53363,TLD,通
2153,通辽东,53411,TDD,通
2154,五道木,53414,WMD,五
2155,钱家店,53423,QJD,钱
2156,乌斯土,53429,WSD,乌
2157,大林,53432,DLD,大
2158,大罕,53438,DAD,大
2159,门达,53444,MDD,门
2160,欧里,53447,OLD,欧
2161,白市,53453,BAD,白
2162,哈尔滨西,53469,VAB,哈
2163,双城北,53472,SBB,双
2164,扶余北,53475,FBT,扶
2165,德惠西,53478,DXT,德
2166,崔家营子,53480,CZT,崔
2167,长春西,53481,CRT,长
2168,公主岭南,53484,GBT,公
2169,四平东,53487,PPT,四
2170,昌图西,53490,CPT,昌
2171,开原西,53493,KXT,开
2172,铁岭西,53496,PXT,铁
2173,鞍山西,53499,AXT,鞍
2174,海城西,53502,HXT,海
2175,营口东,53505,YGT,营
2176,盖州西,53508,GAT,盖
2177,鲅鱼圈,53511,BYT,鲅
2178,瓦房店西,53514,WXT,瓦
2179,普湾,53517,PWT,普
2180,大连北,53520,DFT,大
2181,大连,53522,DLT,大
2182,沙河口,53552,SKT,沙
2183,周水子,53555,ZIT,周
2184,南关岭,53564,NLT,南
2185,盐岛,53585,YNT,盐
2186,金州,53591,JZT,金
2187,三十里堡,53609,SST,三
2188,普兰店,53618,PLT,普
2189,瓦房店,53627,WDT,瓦
2190,松树,53657,SFT,松
2191,许家屯,53669,XJT,许
2192,熊岳城,53675,XYT,熊
2193,盖州,53690,GXT,盖
2194,大石桥,53699,DQT,大
